Number of words,1917163
Number of unique words,15608
Average word frequency,122.832073
Entropy,6.701858

Word,Frequency,Proportion,Entropy Term
bonuses,44,0.000023,0.000245
castaways,3,0.000002,0.000021
dominican,12,0.000006,0.000075
grammar,10,0.000005,0.000063
errors,14,0.000007,0.000086
southwest,32,0.000017,0.000184
continental,11,0.000006,0.000069
manipulation,3,0.000002,0.000021
mashed,4,0.000002,0.000027
honduras,4,0.000002,0.000027
bikinis,4,0.000002,0.000027
captured,106,0.000055,0.000542
downed,3,0.000002,0.000021
signifying,3,0.000002,0.000021
objective,4,0.000002,0.000027
detainees,19,0.000010,0.000114
diplomat,13,0.000007,0.000081
frisk,9,0.000005,0.000058
superstitious,5,0.000003,0.000034
detaining,3,0.000002,0.000021
stun,5,0.000003,0.000034
firecrackers,3,0.000002,0.000021
expo,3,0.000002,0.000021
notre,20,0.000010,0.000120
graduates,20,0.000010,0.000120
starter,5,0.000003,0.000034
organize,5,0.000003,0.000034
weakest,4,0.000002,0.000027
quebec,6,0.000003,0.000040
torricelli,11,0.000006,0.000069
rolex,4,0.000002,0.000027
ncaa,32,0.000017,0.000184
hoop,4,0.000002,0.000027
palpitations,6,0.000003,0.000040
navigator,4,0.000002,0.000027
headache,8,0.000004,0.000052
curl,6,0.000003,0.000040
thumb,10,0.000005,0.000063
submarines,3,0.000002,0.000021
substitute,8,0.000004,0.000052
expresident,8,0.000004,0.000052
dismantle,3,0.000002,0.000021
lifestyle,20,0.000010,0.000120
surpassed,8,0.000004,0.000052
misconception,3,0.000002,0.000021
accountability,8,0.000004,0.000052
seeks,4,0.000002,0.000027
apples,12,0.000006,0.000075
celebrates,18,0.000009,0.000109
bathrobe,6,0.000003,0.000040
design,12,0.000006,0.000075
solo,7,0.000004,0.000046
luke,8,0.000004,0.000052
tball,20,0.000010,0.000120
pitching,15,0.000008,0.000092
chunky,3,0.000002,0.000021
collapsed,19,0.000010,0.000114
anheuser,6,0.000003,0.000040
anybodys,7,0.000004,0.000046
mandarin,4,0.000002,0.000027
respectful,6,0.000003,0.000040
rhyming,5,0.000003,0.000034
dullest,4,0.000002,0.000027
checkpoints,5,0.000003,0.000034
pink,24,0.000013,0.000141
pistols,4,0.000002,0.000027
progay,5,0.000003,0.000034
cheaters,4,0.000002,0.000027
congratulated,18,0.000009,0.000109
louisville,13,0.000007,0.000081
arctic,11,0.000006,0.000069
bargaining,6,0.000003,0.000040
thermostats,3,0.000002,0.000021
traficant,31,0.000016,0.000178
bribery,12,0.000006,0.000075
toupee,6,0.000003,0.000040
firearm,3,0.000002,0.000021
pottery,7,0.000004,0.000046
margarita,4,0.000002,0.000027
chevron,4,0.000002,0.000027
creator,7,0.000004,0.000046
tyrant,5,0.000003,0.000034
regards,4,0.000002,0.000027
teeball,3,0.000002,0.000021
eli,3,0.000002,0.000021
sum,10,0.000005,0.000063
m,5,0.000003,0.000034
foam,8,0.000004,0.000052
pills,28,0.000015,0.000163
greetings,9,0.000005,0.000058
enduring,4,0.000002,0.000027
execs,5,0.000003,0.000034
knighted,3,0.000002,0.000021
timothy,18,0.000009,0.000109
knighting,5,0.000003,0.000034
butterscotch,4,0.000002,0.000027
raspberry,3,0.000002,0.000021
swirling,4,0.000002,0.000027
henderson,4,0.000002,0.000027
statistically,4,0.000002,0.000027
gracie,5,0.000003,0.000034
switches,4,0.000002,0.000027
hazardous,4,0.000002,0.000027
flattering,3,0.000002,0.000021
longawaited,5,0.000003,0.000034
reacting,8,0.000004,0.000052
lavatory,5,0.000003,0.000034
ballooned,4,0.000002,0.000027
traitor,8,0.000004,0.000052
reflexes,4,0.000002,0.000027
fertilize,3,0.000002,0.000021
tanning,36,0.000019,0.000204
blake,23,0.000012,0.000136
academic,3,0.000002,0.000021
professors,8,0.000004,0.000052
graduated,17,0.000009,0.000103
rodriguez,9,0.000005,0.000058
photographs,14,0.000007,0.000086
jeffords,24,0.000013,0.000141
ram,3,0.000002,0.000021
crate,5,0.000003,0.000034
seminar,5,0.000003,0.000034
mixing,4,0.000002,0.000027
flavor,16,0.000008,0.000098
unpredictable,6,0.000003,0.000040
commissioner,10,0.000005,0.000063
puppet,8,0.000004,0.000052
hairpiece,4,0.000002,0.000027
yea,4,0.000002,0.000027
capturing,17,0.000009,0.000103
hunters,8,0.000004,0.000052
delicate,3,0.000002,0.000021
oneterm,8,0.000004,0.000052
tibet,6,0.000003,0.000040
pooling,3,0.000002,0.000021
booster,6,0.000003,0.000040
toyota,54,0.000028,0.000295
herbert,11,0.000006,0.000069
ma,4,0.000002,0.000027
nutshell,3,0.000002,0.000021
hammering,4,0.000002,0.000027
disclosure,8,0.000004,0.000052
lauren,5,0.000003,0.000034
hahn,5,0.000003,0.000034
californian,4,0.000002,0.000027
sip,3,0.000002,0.000021
chug,5,0.000003,0.000034
cashing,3,0.000002,0.000021
israels,6,0.000003,0.000040
lite,3,0.000002,0.000021
pa,3,0.000002,0.000021
atta,3,0.000002,0.000021
irans,31,0.000016,0.000178
thirdworld,3,0.000002,0.000021
belgium,14,0.000007,0.000086
brussels,6,0.000003,0.000040
europeans,4,0.000002,0.000027
forrest,3,0.000002,0.000021
idiotic,4,0.000002,0.000027
alligator,11,0.000006,0.000069
frankly,11,0.000006,0.000069
flynn,16,0.000008,0.000098
raider,3,0.000002,0.000021
psychics,5,0.000003,0.000034
buffs,3,0.000002,0.000021
extortion,4,0.000002,0.000027
kelloggs,8,0.000004,0.000052
boycotting,13,0.000007,0.000081
checkers,9,0.000005,0.000058
hunter,55,0.000029,0.000300
halfbrother,9,0.000005,0.000058
situations,9,0.000005,0.000058
congressmans,4,0.000002,0.000027
condits,52,0.000027,0.000285
condit,219,0.000114,0.001037
woodwork,3,0.000002,0.000021
h,4,0.000002,0.000027
versions,4,0.000002,0.000027
initial,9,0.000005,0.000058
retraction,3,0.000002,0.000021
bystanders,3,0.000002,0.000021
importance,7,0.000004,0.000046
curious,14,0.000007,0.000086
glimmer,3,0.000002,0.000021
condemn,4,0.000002,0.000027
physicist,5,0.000003,0.000034
rubbed,3,0.000002,0.000021
cock,4,0.000002,0.000027
gated,10,0.000005,0.000063
bulge,8,0.000004,0.000052
vessel,3,0.000002,0.000021
evangelist,4,0.000002,0.000027
refinery,3,0.000002,0.000021
implanted,15,0.000008,0.000092
frail,6,0.000003,0.000040
gowns,3,0.000002,0.000021
cloud,12,0.000006,0.000075
surgical,6,0.000003,0.000040
cuttingedge,3,0.000002,0.000021
restart,4,0.000002,0.000027
ellis,7,0.000004,0.000046
oranges,3,0.000002,0.000021
downhill,10,0.000005,0.000063
frosty,5,0.000003,0.000034
saint,5,0.000003,0.000034
cds,3,0.000002,0.000021
searched,15,0.000008,0.000092
ethiopia,6,0.000003,0.000040
peeling,4,0.000002,0.000027
evacuate,17,0.000009,0.000103
ticking,4,0.000002,0.000027
bombsniffing,9,0.000005,0.000058
keith,30,0.000016,0.000173
richards,15,0.000008,0.000092
arab,65,0.000034,0.000349
chandra,7,0.000004,0.000046
levy,9,0.000005,0.000058
alabama,30,0.000016,0.000173
saudi,156,0.000081,0.000766
reassured,5,0.000003,0.000034
conserving,3,0.000002,0.000021
basement,22,0.000011,0.000131
slime,5,0.000003,0.000034
sneakers,6,0.000003,0.000040
rounded,6,0.000003,0.000040
officiated,3,0.000002,0.000021
operates,3,0.000002,0.000021
oneman,6,0.000003,0.000040
lexus,5,0.000003,0.000034
spiderman,18,0.000009,0.000109
lantern,5,0.000003,0.000034
lesley,4,0.000002,0.000027
stahl,5,0.000003,0.000034
translator,11,0.000006,0.000069
demoted,4,0.000002,0.000027
ventriloquist,5,0.000003,0.000034
exploration,6,0.000003,0.000040
dumpster,5,0.000003,0.000034
tossing,9,0.000005,0.000058
lam,3,0.000002,0.000021
robber,4,0.000002,0.000027
uk,14,0.000007,0.000086
bombay,3,0.000002,0.000021
derogatory,7,0.000004,0.000046
miracles,11,0.000006,0.000069
accounting,25,0.000013,0.000147
stripsearched,3,0.000002,0.000021
oily,5,0.000003,0.000034
intention,14,0.000007,0.000086
pontiff,5,0.000003,0.000034
disoriented,7,0.000004,0.000046
hazy,4,0.000002,0.000027
visibility,5,0.000003,0.000034
interrogation,18,0.000009,0.000109
bolts,4,0.000002,0.000027
robs,3,0.000002,0.000021
cleo,9,0.000005,0.000058
detectors,10,0.000005,0.000063
stemcell,5,0.000003,0.000034
alzheimers,3,0.000002,0.000021
parkinsons,5,0.000003,0.000034
booby,3,0.000002,0.000021
stem,20,0.000010,0.000120
ms,10,0.000005,0.000063
modesto,6,0.000003,0.000040
masters,6,0.000003,0.000040
espn,24,0.000013,0.000141
outdoors,4,0.000002,0.000027
opposing,10,0.000005,0.000063
conception,3,0.000002,0.000021
indoors,4,0.000002,0.000027
artery,8,0.000004,0.000052
swallows,5,0.000003,0.000034
sail,6,0.000003,0.000040
onemonth,6,0.000003,0.000040
napoleon,3,0.000002,0.000021
beasley,5,0.000003,0.000034
onion,4,0.000002,0.000027
picket,5,0.000003,0.000034
bushsays,3,0.000002,0.000021
unwind,16,0.000008,0.000098
truman,6,0.000003,0.000040
undisclosed,36,0.000019,0.000204
drying,3,0.000002,0.000021
swollen,4,0.000002,0.000027
siegfried,9,0.000005,0.000058
maury,17,0.000009,0.000103
povich,11,0.000006,0.000069
spectacle,3,0.000002,0.000021
classy,4,0.000002,0.000027
stylist,4,0.000002,0.000027
vitellos,3,0.000002,0.000021
analogy,7,0.000004,0.000046
pension,12,0.000006,0.000075
excellence,6,0.000003,0.000040
confess,4,0.000002,0.000027
andits,3,0.000002,0.000021
janeiro,7,0.000004,0.000046
stumbling,7,0.000004,0.000046
progressed,3,0.000002,0.000021
shooin,4,0.000002,0.000027
referendum,4,0.000002,0.000027
inducted,7,0.000004,0.000046
medias,4,0.000002,0.000027
mister,6,0.000003,0.000040
locations,9,0.000005,0.000058
salsa,3,0.000002,0.000021
dolphins,17,0.000009,0.000103
consultants,4,0.000002,0.000027
colleagues,7,0.000004,0.000046
truthful,4,0.000002,0.000027
entree,4,0.000002,0.000027
crabs,11,0.000006,0.000069
prouder,13,0.000007,0.000081
proudest,4,0.000002,0.000027
rebates,4,0.000002,0.000027
reverendjimmy,4,0.000002,0.000027
reasonable,14,0.000007,0.000086
intellect,4,0.000002,0.000027
neil,25,0.000013,0.000147
clint,21,0.000011,0.000125
eastwood,18,0.000009,0.000109
strengthen,5,0.000003,0.000034
momentarily,5,0.000003,0.000034
mongolia,7,0.000004,0.000046
radical,28,0.000015,0.000163
refuge,7,0.000004,0.000046
pristine,6,0.000003,0.000040
farming,4,0.000002,0.000027
aa,7,0.000004,0.000046
patriotism,6,0.000003,0.000040
tolerance,11,0.000006,0.000069
flyers,4,0.000002,0.000027
osama,709,0.000370,0.002922
indigenous,3,0.000002,0.000021
cooked,8,0.000004,0.000052
expanded,4,0.000002,0.000027
voluntarily,7,0.000004,0.000046
scanners,9,0.000005,0.000058
instantly,3,0.000002,0.000021
patted,12,0.000006,0.000075
clerics,4,0.000002,0.000027
paradise,3,0.000002,0.000021
tightlipped,3,0.000002,0.000021
displaying,4,0.000002,0.000027
debuted,7,0.000004,0.000046
reuters,3,0.000002,0.000021
hammer,19,0.000010,0.000114
civilization,6,0.000003,0.000040
carpooling,9,0.000005,0.000058
quintuple,5,0.000003,0.000034
ladens,140,0.000073,0.000696
banking,27,0.000014,0.000157
transfer,8,0.000004,0.000052
opium,3,0.000002,0.000021
ingredient,8,0.000004,0.000052
marshals,9,0.000005,0.000058
talibans,4,0.000002,0.000027
sheik,7,0.000004,0.000046
hijacker,10,0.000005,0.000063
beards,15,0.000008,0.000092
taurus,3,0.000002,0.000021
rebel,4,0.000002,0.000027
net,20,0.000010,0.000120
crises,3,0.000002,0.000021
sisters,12,0.000006,0.000075
rivals,5,0.000003,0.000034
arabian,14,0.000007,0.000086
recorder,4,0.000002,0.000027
spectacular,9,0.000005,0.000058
andthey,5,0.000003,0.000034
shy,6,0.000003,0.000040
ruler,5,0.000003,0.000034
mullah,36,0.000019,0.000204
omar,36,0.000019,0.000204
cowardly,3,0.000002,0.000021
preachers,4,0.000002,0.000027
glitter,4,0.000002,0.000027
checker,5,0.000003,0.000034
twist,6,0.000003,0.000040
extend,18,0.000009,0.000109
ringing,9,0.000005,0.000058
rancid,3,0.000002,0.000021
shirley,7,0.000004,0.000046
targeted,12,0.000006,0.000075
patriot,8,0.000004,0.000052
afghan,27,0.000014,0.000157
unleash,3,0.000002,0.000021
stimulus,65,0.000034,0.000349
microwave,18,0.000009,0.000109
hornets,3,0.000002,0.000021
radios,5,0.000003,0.000034
afghans,7,0.000004,0.000046
cockpit,28,0.000015,0.000163
crazies,4,0.000002,0.000027
securitys,4,0.000002,0.000027
cal,3,0.000002,0.000021
coping,3,0.000002,0.000021
burial,4,0.000002,0.000027
wounded,13,0.000007,0.000081
packets,7,0.000004,0.000046
afghani,8,0.000004,0.000052
afghanis,6,0.000003,0.000040
afghanistans,11,0.000006,0.000069
chips,11,0.000006,0.000069
cereal,7,0.000004,0.000046
bowls,3,0.000002,0.000021
scolded,7,0.000004,0.000046
classifieds,3,0.000002,0.000021
bounty,23,0.000012,0.000136
contacted,17,0.000009,0.000103
landlord,11,0.000006,0.000069
landlords,6,0.000003,0.000040
allied,4,0.000002,0.000027
installations,3,0.000002,0.000021
caves,16,0.000008,0.000098
emmys,15,0.000008,0.000092
historian,8,0.000004,0.000052
sylvester,17,0.000009,0.000103
busters,6,0.000003,0.000040
burrow,3,0.000002,0.000021
underground,34,0.000018,0.000194
lookin,3,0.000002,0.000021
logical,4,0.000002,0.000027
mercedes,3,0.000002,0.000021
rightly,3,0.000002,0.000021
openings,11,0.000006,0.000069
contaminated,7,0.000004,0.000046
evian,3,0.000002,0.000021
tuition,10,0.000005,0.000063
goats,13,0.000007,0.000081
antiamerican,8,0.000004,0.000052
wings,14,0.000007,0.000086
annan,7,0.000004,0.000046
jumpy,7,0.000004,0.000046
biohazard,3,0.000002,0.000021
storing,5,0.000003,0.000034
cipro,5,0.000003,0.000034
canceling,15,0.000008,0.000092
spores,7,0.000004,0.000046
hijackers,15,0.000008,0.000092
leaflets,7,0.000004,0.000046
duct,29,0.000015,0.000168
fragrance,3,0.000002,0.000021
homemade,7,0.000004,0.000046
booming,4,0.000002,0.000027
herpes,4,0.000002,0.000027
max,11,0.000006,0.000069
trusts,5,0.000003,0.000034
jittery,3,0.000002,0.000021
bulbs,7,0.000004,0.000046
collars,3,0.000002,0.000021
subdue,5,0.000003,0.000034
chickens,5,0.000003,0.000034
adjourned,6,0.000003,0.000040
tipoff,3,0.000002,0.000021
outbreak,18,0.000009,0.000109
enhance,3,0.000002,0.000021
solidarity,4,0.000002,0.000027
bubonic,8,0.000004,0.000052
plague,9,0.000005,0.000058
unspecified,3,0.000002,0.000021
poisoning,11,0.000006,0.000069
pals,3,0.000002,0.000021
diagnosis,4,0.000002,0.000027
antibiotics,4,0.000002,0.000027
radiation,12,0.000006,0.000075
roast,11,0.000006,0.000069
alongside,7,0.000004,0.000046
quart,3,0.000002,0.000021
pepperidge,3,0.000002,0.000021
chemistry,14,0.000007,0.000086
slimy,5,0.000003,0.000034
inspire,8,0.000004,0.000052
runners,4,0.000002,0.000027
aljazeera,7,0.000004,0.000046
jazeera,38,0.000020,0.000215
authentic,9,0.000005,0.000058
handwritten,4,0.000002,0.000027
sensational,3,0.000002,0.000021
frazier,3,0.000002,0.000021
kabul,37,0.000019,0.000210
stevens,38,0.000020,0.000215
dances,16,0.000008,0.000098
blitzer,16,0.000008,0.000098
swat,5,0.000003,0.000034
snipers,5,0.000003,0.000034
earthquakes,8,0.000004,0.000052
floods,11,0.000006,0.000069
gangs,9,0.000005,0.000058
ohare,15,0.000008,0.000092
knives,17,0.000009,0.000103
carryon,12,0.000006,0.000075
checkpoint,4,0.000002,0.000027
confiscate,4,0.000002,0.000027
alqaeda,10,0.000005,0.000063
financed,3,0.000002,0.000021
geraldos,3,0.000002,0.000021
bloomberg,126,0.000066,0.000633
racism,12,0.000006,0.000075
mohammed,37,0.000019,0.000210
duel,8,0.000004,0.000052
suppose,10,0.000005,0.000063
exists,9,0.000005,0.000058
tighten,8,0.000004,0.000052
faa,24,0.000013,0.000141
backpack,4,0.000002,0.000027
pheasants,6,0.000003,0.000040
onehour,7,0.000004,0.000046
lenscrafters,5,0.000003,0.000034
michelle,262,0.000137,0.001216
mayorelect,4,0.000002,0.000027
determination,3,0.000002,0.000021
stamina,3,0.000002,0.000021
whacky,10,0.000005,0.000063
krueger,3,0.000002,0.000021
edward,54,0.000028,0.000295
cnbc,17,0.000009,0.000103
anxiety,7,0.000004,0.000046
collapsing,7,0.000004,0.000046
loner,7,0.000004,0.000046
allah,4,0.000002,0.000027
carving,3,0.000002,0.000021
xray,20,0.000010,0.000120
tightened,4,0.000002,0.000027
preempt,4,0.000002,0.000027
significant,12,0.000006,0.000075
overturn,7,0.000004,0.000046
princeton,6,0.000003,0.000040
mariah,7,0.000004,0.000046
daisy,7,0.000004,0.000046
cutters,4,0.000002,0.000027
weigh,13,0.000007,0.000081
professionals,4,0.000002,0.000027
wreckage,3,0.000002,0.000021
helicopters,15,0.000008,0.000092
lance,55,0.000029,0.000300
justin,42,0.000022,0.000235
osamas,16,0.000008,0.000098
repetitive,3,0.000002,0.000021
drawer,6,0.000003,0.000040
kaboom,13,0.000007,0.000081
therefore,6,0.000003,0.000040
turbans,4,0.000002,0.000027
layoffs,6,0.000003,0.000040
shaved,19,0.000010,0.000114
promotional,5,0.000003,0.000034
retreated,3,0.000002,0.000021
loot,6,0.000003,0.000040
rebounded,3,0.000002,0.000021
retail,9,0.000005,0.000058
diddy,4,0.000002,0.000027
ramadan,8,0.000004,0.000052
potter,42,0.000022,0.000235
tribunal,4,0.000002,0.000027
threshold,3,0.000002,0.000021
beyond,13,0.000007,0.000081
detected,10,0.000005,0.000063
pathetic,15,0.000008,0.000092
affiliate,4,0.000002,0.000027
flintstones,3,0.000002,0.000021
commanders,8,0.000004,0.000052
qaeda,385,0.000201,0.001710
roaming,4,0.000002,0.000027
headset,4,0.000002,0.000027
bargains,4,0.000002,0.000027
custer,6,0.000003,0.000040
pale,5,0.000003,0.000034
fortress,6,0.000003,0.000040
jihad,25,0.000013,0.000147
blooper,5,0.000003,0.000034
foreigner,7,0.000004,0.000046
castrated,3,0.000002,0.000021
epcot,8,0.000004,0.000052
speeding,20,0.000010,0.000120
lex,3,0.000002,0.000021
nemo,7,0.000004,0.000046
macaroni,10,0.000005,0.000063
underpants,46,0.000024,0.000255
screeners,26,0.000014,0.000152
embryo,6,0.000003,0.000040
kandahar,9,0.000005,0.000058
sporadic,4,0.000002,0.000027
tickle,7,0.000004,0.000046
manhunt,4,0.000002,0.000027
occupy,17,0.000009,0.000103
bathed,3,0.000002,0.000021
ballet,5,0.000003,0.000034
recruiter,7,0.000004,0.000046
merv,4,0.000002,0.000027
goods,15,0.000008,0.000092
southeast,9,0.000005,0.000058
kev,7,0.000004,0.000046
oneal,8,0.000004,0.000052
burrito,7,0.000004,0.000046
sears,11,0.000006,0.000069
tora,10,0.000005,0.000063
bora,9,0.000005,0.000058
eccentric,5,0.000003,0.000034
beam,10,0.000005,0.000063
daniels,12,0.000006,0.000075
groundbreaking,9,0.000005,0.000058
lois,3,0.000002,0.000021
stroms,3,0.000002,0.000021
diapers,17,0.000009,0.000103
sniper,23,0.000012,0.000136
fanatic,4,0.000002,0.000027
stranded,4,0.000002,0.000027
offense,19,0.000010,0.000114
bodyguards,13,0.000007,0.000081
omars,5,0.000003,0.000034
burying,4,0.000002,0.000027
defeats,3,0.000002,0.000021
beds,8,0.000004,0.000052
unbelievably,12,0.000006,0.000075
walkers,6,0.000003,0.000040
takers,4,0.000002,0.000027
accuses,8,0.000004,0.000052
plotting,10,0.000005,0.000063
ruthless,10,0.000005,0.000063
ikea,9,0.000005,0.000058
kwanzaa,4,0.000002,0.000027
fearful,4,0.000002,0.000027
weed,41,0.000021,0.000230
crews,6,0.000003,0.000040
grenade,16,0.000008,0.000098
lesions,3,0.000002,0.000021
jerk,9,0.000005,0.000058
martyr,8,0.000004,0.000052
toe,3,0.000002,0.000021
uprising,4,0.000002,0.000027
vacant,8,0.000004,0.000052
overdue,3,0.000002,0.000021
tournament,27,0.000014,0.000157
playground,4,0.000002,0.000027
reids,4,0.000002,0.000027
reid,55,0.000029,0.000300
lax,17,0.000009,0.000103
horns,5,0.000003,0.000034
crosscountry,5,0.000003,0.000034
untrained,4,0.000002,0.000027
mink,4,0.000002,0.000027
harms,3,0.000002,0.000021
promo,6,0.000003,0.000040
snowed,8,0.000004,0.000052
oneeyed,3,0.000002,0.000021
heartbreaking,3,0.000002,0.000021
squeegee,10,0.000005,0.000063
urinate,5,0.000003,0.000034
bloombergs,6,0.000003,0.000040
abu,46,0.000024,0.000255
copiers,3,0.000002,0.000021
interrogate,3,0.000002,0.000021
sedated,4,0.000002,0.000027
reservations,4,0.000002,0.000027
enron,136,0.000071,0.000678
pretzels,16,0.000008,0.000098
pretzel,37,0.000019,0.000210
guantanamo,90,0.000047,0.000468
chained,3,0.000002,0.000021
toothpaste,6,0.000003,0.000040
lodged,4,0.000002,0.000027
ravens,6,0.000003,0.000040
bruise,3,0.000002,0.000021
loop,7,0.000004,0.000046
locals,5,0.000003,0.000034
fee,20,0.000010,0.000120
arthur,14,0.000007,0.000086
snack,4,0.000002,0.000027
declares,3,0.000002,0.000021
appoints,3,0.000002,0.000021
licks,3,0.000002,0.000021
donut,9,0.000005,0.000058
fainting,4,0.000002,0.000027
lice,6,0.000003,0.000040
humiliating,5,0.000003,0.000034
transfers,4,0.000002,0.000027
regulations,16,0.000008,0.000098
inflight,6,0.000003,0.000040
dingell,4,0.000002,0.000027
interim,11,0.000006,0.000069
libraries,8,0.000004,0.000052
distinction,3,0.000002,0.000021
chokes,4,0.000002,0.000027
humane,4,0.000002,0.000027
salty,4,0.000002,0.000027
throats,4,0.000002,0.000027
operatives,8,0.000004,0.000052
unconscious,7,0.000004,0.000046
stupidity,3,0.000002,0.000021
cables,8,0.000004,0.000052
goggles,4,0.000002,0.000027
refs,5,0.000003,0.000034
raiders,13,0.000007,0.000081
paltrow,3,0.000002,0.000021
confetti,7,0.000004,0.000046
prospect,3,0.000002,0.000021
bench,16,0.000008,0.000098
companys,7,0.000004,0.000046
shackles,6,0.000003,0.000040
poppy,5,0.000003,0.000034
starve,3,0.000002,0.000021
disclose,5,0.000003,0.000034
lindh,25,0.000013,0.000147
chargers,4,0.000002,0.000027
hamid,16,0.000008,0.000098
karzai,15,0.000008,0.000092
picky,3,0.000002,0.000021
responds,7,0.000004,0.000046
enrons,5,0.000003,0.000034
seminude,4,0.000002,0.000027
obtain,7,0.000004,0.000046
walgreens,5,0.000003,0.000034
arabic,20,0.000010,0.000120
pharmacist,3,0.000002,0.000021
patriots,33,0.000017,0.000189
lockheed,4,0.000002,0.000027
estimates,10,0.000005,0.000063
cooper,21,0.000011,0.000125
rams,11,0.000006,0.000069
axis,9,0.000005,0.000058
corporations,18,0.000009,0.000109
sitin,9,0.000005,0.000058
creative,6,0.000003,0.000040
nor,10,0.000005,0.000063
container,6,0.000003,0.000040
searches,14,0.000007,0.000086
phoenix,20,0.000010,0.000120
drone,24,0.000013,0.000141
explosions,3,0.000002,0.000021
uruguay,3,0.000002,0.000021
curtains,5,0.000003,0.000034
indecency,3,0.000002,0.000021
skaters,4,0.000002,0.000027
canadians,18,0.000009,0.000109
curling,3,0.000002,0.000021
abdul,19,0.000010,0.000114
skilling,12,0.000006,0.000075
invoked,3,0.000002,0.000021
pressured,6,0.000003,0.000040
judged,9,0.000005,0.000058
difficulty,8,0.000004,0.000052
yemen,16,0.000008,0.000098
grenades,6,0.000003,0.000040
dozed,3,0.000002,0.000021
oates,4,0.000002,0.000027
whistleblower,8,0.000004,0.000052
banquet,3,0.000002,0.000021
skeleton,4,0.000002,0.000027
sarah,1043,0.000544,0.004089
pins,7,0.000004,0.000046
skate,4,0.000002,0.000027
nigeria,13,0.000007,0.000081
poisoned,9,0.000005,0.000058
clues,3,0.000002,0.000021
pronounced,10,0.000005,0.000063
plagiarizing,6,0.000003,0.000040
patrol,27,0.000014,0.000157
unplugged,6,0.000003,0.000040
bostons,4,0.000002,0.000027
logan,4,0.000002,0.000027
oversight,4,0.000002,0.000027
jayson,5,0.000003,0.000034
gibson,43,0.000022,0.000240
tanya,5,0.000003,0.000034
harding,19,0.000010,0.000114
sanctioned,4,0.000002,0.000027
pleading,8,0.000004,0.000052
tonya,15,0.000008,0.000092
betting,14,0.000007,0.000086
charter,4,0.000002,0.000027
engines,3,0.000002,0.000021
plumber,52,0.000027,0.000285
irrelevant,6,0.000003,0.000040
hurtful,3,0.000002,0.000021
lavish,5,0.000003,0.000034
refunds,8,0.000004,0.000052
quicker,10,0.000005,0.000063
suspects,23,0.000012,0.000136
botched,10,0.000005,0.000063
fivestage,3,0.000002,0.000021
novels,3,0.000002,0.000021
canon,3,0.000002,0.000021
tijuana,13,0.000007,0.000081
hos,4,0.000002,0.000027
mascots,4,0.000002,0.000027
reds,5,0.000003,0.000034
spider,16,0.000008,0.000098
applied,8,0.000004,0.000052
coded,4,0.000002,0.000027
mode,3,0.000002,0.000021
mozzarella,3,0.000002,0.000021
angelina,24,0.000013,0.000141
jolie,14,0.000007,0.000086
disillusioned,4,0.000002,0.000027
andersen,12,0.000006,0.000075
explosives,16,0.000008,0.000098
salvador,4,0.000002,0.000027
colored,9,0.000005,0.000058
clients,11,0.000006,0.000069
et,6,0.000003,0.000040
re,4,0.000002,0.000027
corruption,34,0.000018,0.000194
testicles,10,0.000005,0.000063
thirty,13,0.000007,0.000081
chocolatecovered,4,0.000002,0.000027
beirut,4,0.000002,0.000027
confined,4,0.000002,0.000027
pakistanis,4,0.000002,0.000027
qaedas,28,0.000015,0.000163
volvo,3,0.000002,0.000021
liza,19,0.000010,0.000114
exile,15,0.000008,0.000092
obese,33,0.000017,0.000189
taker,4,0.000002,0.000027
farrakhan,3,0.000002,0.000021
shelf,7,0.000004,0.000046
scissors,3,0.000002,0.000021
flashlight,4,0.000002,0.000027
oneway,8,0.000004,0.000052
obesity,59,0.000031,0.000320
horizon,3,0.000002,0.000021
satisfaction,5,0.000003,0.000034
ruder,3,0.000002,0.000021
rinse,7,0.000004,0.000046
taxi,9,0.000005,0.000058
missions,8,0.000004,0.000052
sm,3,0.000002,0.000021
peculiar,3,0.000002,0.000021
oprahs,26,0.000014,0.000152
deodorant,3,0.000002,0.000021
flashes,4,0.000002,0.000027
drafts,3,0.000002,0.000021
mustve,3,0.000002,0.000021
bare,8,0.000004,0.000052
racketeering,3,0.000002,0.000021
deductions,4,0.000002,0.000027
bats,3,0.000002,0.000021
gladly,7,0.000004,0.000046
plussize,3,0.000002,0.000021
coors,6,0.000003,0.000040
rant,13,0.000007,0.000081
rays,3,0.000002,0.000021
somewhat,6,0.000003,0.000040
dutyfree,4,0.000002,0.000027
ozzy,14,0.000007,0.000086
puck,8,0.000004,0.000052
buckshot,3,0.000002,0.000021
brakes,11,0.000006,0.000069
osbourne,9,0.000005,0.000058
bender,3,0.000002,0.000021
achilles,4,0.000002,0.000027
zacarias,10,0.000005,0.000063
moussaoui,11,0.000006,0.000069
heel,4,0.000002,0.000027
toaster,6,0.000003,0.000040
coughed,4,0.000002,0.000027
sleeper,6,0.000003,0.000040
pots,3,0.000002,0.000021
cardinals,11,0.000006,0.000069
counselor,10,0.000005,0.000063
hallmark,3,0.000002,0.000021
nativity,6,0.000003,0.000040
fronts,3,0.000002,0.000021
corners,3,0.000002,0.000021
arabians,3,0.000002,0.000021
enroll,4,0.000002,0.000027
hamas,16,0.000008,0.000098
gloomy,6,0.000003,0.000040
